"","id","total_steps","total_distance","tracker_distance","active_distance_logged","active_distance_very","active_distance_moderate","active_distance_light","active_distance_sedentary","active_minutes_very","active_minutes_fairly","active_minutes_lightly","minutes_sedentary","calories","activity_date","weekday","total_active_minutes","total_active_hours","day_of_week"
"173",2022484408,18387,12.9099998474121,12.9099998474121,0,0.939999997615814,1.39999997615814,10.5699996948242,0,13,23,361,1043,2732,2016-04-30,7,397,6.62,"Saturday"
"174",2022484408,10538,7.40000009536743,7.40000009536743,0,1.94000005722046,0.959999978542328,4.5,0,25,28,245,1142,2380,2016-05-01,1,298,4.97,"Sunday"
"175",2022484408,10379,7.28999996185303,7.28999996185303,0,2.60999989509583,0.340000003576279,4.32999992370605,0,36,8,277,1119,2473,2016-05-02,2,321,5.35,"Monday"
"176",2022484408,12183,8.73999977111816,8.73999977111816,0,3.99000000953674,0.46000000834465,4.28000020980835,0,72,14,250,1104,2752,2016-05-03,3,336,5.6,"Tuesday"
"177",2022484408,11768,8.28999996185303,8.28999996185303,0,2.50999999046326,0.930000007152557,4.84999990463257,0,36,27,272,1105,2649,2016-05-04,4,335,5.58,"Wednesday"
"178",2022484408,11895,8.35000038146973,8.35000038146973,0,2.78999996185303,0.860000014305115,4.69999980926514,0,55,20,253,1112,2609,2016-05-05,5,328,5.47,"Thursday"
"179",2022484408,10227,7.17999982833862,7.17999982833862,0,1.87000000476837,0.670000016689301,4.6399998664856,0,24,17,295,1104,2498,2016-05-06,6,336,5.6,"Friday"
"180",2022484408,6708,4.71000003814697,4.71000003814697,0,1.61000001430511,0.0799999982118607,3.01999998092651,0,20,2,149,1269,1995,2016-05-07,7,171,2.85,"Saturday"
"181",2022484408,3292,2.30999994277954,2.30999994277954,0,0,0,2.30999994277954,0,0,0,135,1305,1848,2016-05-08,1,135,2.25,"Sunday"
"182",2022484408,13379,9.39000034332275,9.39000034332275,0,2.11999988555908,1.62999999523163,5.6399998664856,0,35,47,297,1061,2709,2016-05-09,2,379,6.32,"Monday"
"183",2022484408,12798,8.97999954223633,8.97999954223633,0,2.22000002861023,1.21000003814697,5.55999994277954,0,57,28,271,1084,2797,2016-05-10,3,356,5.93,"Tuesday"
"184",2022484408,13272,9.31999969482422,9.31999969482422,0,4.17999982833862,1.14999997615814,3.99000000953674,0,58,25,224,1133,2544,2016-05-11,4,307,5.12,"Wednesday"
"185",2022484408,9117,6.40999984741211,6.40999984741211,0,1.27999997138977,0.670000016689301,4.44000005722046,0,16,16,236,728,1853,2016-05-12,5,268,4.47,"Thursday"
"186",2026352035,4414,2.74000000953674,2.74000000953674,0,0.189999997615814,0.349999994039536,2.20000004768372,0,3,8,181,706,1459,2016-04-12,3,192,3.2,"Tuesday"
"187",2026352035,4993,3.09999990463257,3.09999990463257,0,0,0,3.09999990463257,0,0,0,238,663,1521,2016-04-13,4,238,3.97,"Wednesday"
"188",2026352035,3335,2.0699999332428,2.0699999332428,0,0,0,2.04999995231628,0,0,0,197,653,1431,2016-04-14,5,197,3.28,"Thursday"
"189",2026352035,3821,2.36999988555908,2.36999988555908,0,0,0,2.36999988555908,0,0,0,188,687,1444,2016-04-15,6,188,3.13,"Friday"
"190",2026352035,2547,1.58000004291534,1.58000004291534,0,0,0,1.58000004291534,0,0,0,150,728,1373,2016-04-16,7,150,2.5,"Saturday"
"191",2026352035,838,0.519999980926514,0.519999980926514,0,0,0,0.519999980926514,0,0,0,60,1053,1214,2016-04-17,1,60,1,"Sunday"
"192",2026352035,3325,2.05999994277954,2.05999994277954,0,0,0,2.05999994277954,0,0,0,182,1062,1419,2016-04-18,2,182,3.03,"Monday"
"193",2026352035,2424,1.5,1.5,0,0,0,1.5,0,0,0,141,785,1356,2016-04-19,3,141,2.35,"Tuesday"
"194",2026352035,7222,4.48000001907349,4.48000001907349,0,0,0,4.48000001907349,0,0,0,327,623,1667,2016-04-20,4,327,5.45,"Wednesday"
"195",2026352035,2467,1.52999997138977,1.52999997138977,0,0,0,1.52999997138977,0,0,0,153,749,1370,2016-04-21,5,153,2.55,"Thursday"
"196",2026352035,2915,1.80999994277954,1.80999994277954,0,0,0,1.80999994277954,0,0,0,162,712,1399,2016-04-22,6,162,2.7,"Friday"
"197",2026352035,12357,7.71000003814697,7.71000003814697,0,0,0,7.71000003814697,0,0,0,432,458,1916,2016-04-23,7,432,7.2,"Saturday"
"198",2026352035,3490,2.16000008583069,2.16000008583069,0,0,0,2.16000008583069,0,0,0,164,704,1401,2016-04-24,1,164,2.73,"Sunday"
"199",2026352035,6017,3.73000001907349,3.73000001907349,0,0,0,3.73000001907349,0,0,0,260,821,1576,2016-04-25,2,260,4.33,"Monday"
"200",2026352035,5933,3.6800000667572,3.6800000667572,0,0,0,3.6800000667572,0,0,0,288,1018,1595,2016-04-26,3,288,4.8,"Tuesday"
"201",2026352035,6088,3.76999998092651,3.76999998092651,0,0,0,3.76999998092651,0,0,0,286,586,1593,2016-04-27,4,286,4.77,"Wednesday"
"202",2026352035,6375,3.95000004768372,3.95000004768372,0,0,0,3.95000004768372,0,0,0,331,626,1649,2016-04-28,5,331,5.52,"Thursday"
"203",2026352035,7604,4.71000003814697,4.71000003814697,0,0,0,4.71000003814697,0,0,0,352,492,1692,2016-04-29,6,352,5.87,"Friday"
"204",2026352035,4729,2.9300000667572,2.9300000667572,0,0,0,2.9300000667572,0,0,0,233,594,1506,2016-04-30,7,233,3.88,"Saturday"
"205",2026352035,3609,2.27999997138977,2.27999997138977,0,0,0,2.27999997138977,0,0,0,191,716,1447,2016-05-01,1,191,3.18,"Sunday"
"206",2026352035,7018,4.34999990463257,4.34999990463257,0,0,0,4.34999990463257,0,0,0,355,716,1690,2016-05-02,2,355,5.92,"Monday"
"207",2026352035,5992,3.72000002861023,3.72000002861023,0,0,0,3.72000002861023,0,0,0,304,981,1604,2016-05-03,3,304,5.07,"Tuesday"
"208",2026352035,6564,4.07000017166138,4.07000017166138,0,0,0,4.07000017166138,0,0,0,345,530,1658,2016-05-04,4,345,5.75,"Wednesday"
"209",2026352035,12167,7.53999996185303,7.53999996185303,0,0,0,7.53999996185303,0,0,0,475,479,1926,2016-05-05,5,475,7.92,"Thursday"
"210",2026352035,8198,5.07999992370605,5.07999992370605,0,0,0,5.07999992370605,0,0,0,383,511,1736,2016-05-06,6,383,6.38,"Friday"
"211",2026352035,4193,2.59999990463257,2.59999990463257,0,0,0,2.59999990463257,0,0,0,229,665,1491,2016-05-07,7,229,3.82,"Saturday"
"212",2026352035,5528,3.45000004768372,3.45000004768372,0,0,0,3.45000004768372,0,0,0,258,610,1555,2016-05-08,1,258,4.3,"Sunday"
"213",2026352035,10685,6.61999988555908,6.61999988555908,0,0,0,6.59999990463257,0,0,0,401,543,1869,2016-05-09,2,401,6.68,"Monday"
"214",2026352035,254,0.159999996423721,0.159999996423721,0,0,0,0.159999996423721,0,0,0,17,1002,1141,2016-05-10,3,17,0.28,"Tuesday"
"215",2026352035,8580,5.32000017166138,5.32000017166138,0,0,0,5.32000017166138,0,0,0,330,569,1698,2016-05-11,4,330,5.5,"Wednesday"
"216",2026352035,8891,5.51000022888184,5.51000022888184,0,0,0,5.51000022888184,0,0,0,343,330,1364,2016-05-12,5,343,5.72,"Thursday"
"217",2320127002,10725,7.48999977111816,7.48999977111816,0,1.16999995708466,0.310000002384186,6.01000022888184,0,13,9,306,1112,2124,2016-04-12,3,328,5.47,"Tuesday"
"218",2320127002,7275,4.90000009536743,4.90000009536743,0,0,0,4.90000009536743,0,0,0,335,1105,2003,2016-04-13,4,335,5.58,"Wednesday"
"219",2320127002,3973,2.6800000667572,2.6800000667572,0,0,0,2.6800000667572,0,0,0,191,1249,1696,2016-04-14,5,191,3.18,"Thursday"
"220",2320127002,5205,3.50999999046326,3.50999999046326,0,0,0,3.50999999046326,0,0,0,245,1195,1801,2016-04-15,6,245,4.08,"Friday"
"221",2320127002,5057,3.41000008583069,3.41000008583069,0,0,0,3.40000009536743,0,0,0,195,1245,1724,2016-04-16,7,195,3.25,"Saturday"
"222",2320127002,6198,4.17999982833862,4.17999982833862,0,0,0,4.17999982833862,0,0,0,249,1191,1852,2016-04-17,1,249,4.15,"Sunday"
"223",2320127002,6559,4.42000007629395,4.42000007629395,0,0,0.259999990463257,4.1399998664856,0,0,7,260,1173,1905,2016-04-18,2,267,4.45,"Monday"
"224",2320127002,5997,4.03999996185303,4.03999996185303,0,0,0.379999995231628,3.66000008583069,0,0,11,228,1201,1811,2016-04-19,3,239,3.98,"Tuesday"
"225",2320127002,7192,4.84999990463257,4.84999990463257,0,0,0.490000009536743,4.34000015258789,0,0,11,283,1146,1922,2016-04-20,4,294,4.9,"Wednesday"
"226",2320127002,3404,2.28999996185303,2.28999996185303,0,0.0599999986588955,0.419999986886978,1.80999994277954,0,1,10,127,1302,1610,2016-04-21,5,138,2.3,"Thursday"
"227",2320127002,5583,3.75999999046326,3.75999999046326,0,0,0,3.75999999046326,0,0,0,266,1174,1851,2016-04-22,6,266,4.43,"Friday"
"228",2320127002,5079,3.42000007629395,3.42000007629395,0,0,0,3.42000007629395,0,0,0,242,1129,1804,2016-04-23,7,242,4.03,"Saturday"
"229",2320127002,4165,2.80999994277954,2.80999994277954,0,0,0,2.79999995231628,0,0,0,204,1236,1725,2016-04-24,1,204,3.4,"Sunday"
"230",2320127002,3588,2.42000007629395,2.42000007629395,0,0.230000004172325,0.200000002980232,1.99000000953674,0,3,5,152,1280,1654,2016-04-25,2,160,2.67,"Monday"
"231",2320127002,3409,2.29999995231628,2.29999995231628,0,0,0,2.29999995231628,0,0,0,147,1293,1632,2016-04-26,3,147,2.45,"Tuesday"
"232",2320127002,1715,1.1599999666214,1.1599999666214,0,0,0,1.1599999666214,0,0,0,82,1358,1481,2016-04-27,4,82,1.37,"Wednesday"
"233",2320127002,1532,1.02999997138977,1.02999997138977,0,0,0,1.02999997138977,0,0,0,76,1364,1473,2016-04-28,5,76,1.27,"Thursday"
"234",2320127002,924,0.620000004768372,0.620000004768372,0,0,0,0.620000004768372,0,0,0,45,1395,1410,2016-04-29,6,45,0.75,"Friday"
"235",2320127002,4571,3.07999992370605,3.07999992370605,0,0,0,3.0699999332428,0,0,0,234,1206,1779,2016-04-30,7,234,3.9,"Saturday"
"236",2320127002,772,0.519999980926514,0.519999980926514,0,0,0,0.519999980926514,0,0,0,40,1400,1403,2016-05-01,1,40,0.67,"Sunday"
"237",2320127002,3634,2.45000004768372,2.45000004768372,0,0.360000014305115,0.209999993443489,1.87999999523163,0,5,6,123,1306,1613,2016-05-02,2,134,2.23,"Monday"
"238",2320127002,7443,5.01999998092651,5.01999998092651,0,1.49000000953674,0.370000004768372,3.16000008583069,0,20,10,206,1204,1878,2016-05-03,3,236,3.93,"Tuesday"
"239",2320127002,1201,0.810000002384186,0.810000002384186,0,0,0,0.810000002384186,0,0,0,52,1388,1426,2016-05-04,4,52,0.87,"Wednesday"
"240",2320127002,5202,3.50999999046326,3.50999999046326,0,0,0.389999985694885,3.10999989509583,0,0,11,223,1206,1780,2016-05-05,5,234,3.9,"Thursday"
"241",2320127002,4878,3.28999996185303,3.28999996185303,0,0,0,3.28999996185303,0,0,0,204,1236,1742,2016-05-06,6,204,3.4,"Friday"
"242",2320127002,7379,4.96999979019165,4.96999979019165,0,0,0,4.96999979019165,0,0,0,319,1121,1972,2016-05-07,7,319,5.32,"Saturday"
"243",2320127002,5161,3.48000001907349,3.48000001907349,0,0,0,3.47000002861023,0,0,0,247,1193,1821,2016-05-08,1,247,4.12,"Sunday"
"244",2320127002,3090,2.07999992370605,2.07999992370605,0,0,0,2.07999992370605,0,0,0,145,1295,1630,2016-05-09,2,145,2.42,"Monday"
"245",2320127002,6227,4.19999980926514,4.19999980926514,0,0,0,4.19999980926514,0,0,0,290,1150,1899,2016-05-10,3,290,4.83,"Tuesday"
"246",2320127002,6424,4.32999992370605,4.32999992370605,0,0,0,4.32999992370605,0,0,0,300,1140,1903,2016-05-11,4,300,5,"Wednesday"
"247",2320127002,2661,1.78999996185303,1.78999996185303,0,0,0,1.78999996185303,0,0,0,128,830,1125,2016-05-12,5,128,2.13,"Thursday"
"248",2347167796,10113,6.82999992370605,6.82999992370605,0,2,0.620000004768372,4.19999980926514,0,28,13,320,964,2344,2016-04-12,3,361,6.02,"Tuesday"
"249",2347167796,10352,7.01000022888184,7.01000022888184,0,1.6599999666214,1.94000005722046,3.41000008583069,0,19,32,195,676,2038,2016-04-13,4,246,4.1,"Wednesday"
"250",2347167796,10129,6.69999980926514,6.69999980926514,0,0.0199999995529652,2.74000000953674,3.94000005722046,0,1,48,206,705,2010,2016-04-14,5,255,4.25,"Thursday"
"251",2347167796,10465,6.92000007629395,6.92000007629395,0,0.0700000002980232,1.41999995708466,5.42999982833862,0,1,24,284,720,2133,2016-04-15,6,309,5.15,"Friday"
"252",2347167796,22244,15.0799999237061,15.0799999237061,0,5.44999980926514,4.09999990463257,5.53000020980835,0,66,72,268,968,2670,2016-04-16,7,406,6.77,"Saturday"
"253",2347167796,5472,3.61999988555908,3.61999988555908,0,0.0799999982118607,0.280000001192093,3.25999999046326,0,1,7,249,508,1882,2016-04-17,1,257,4.28,"Sunday"
"254",2347167796,8247,5.44999980926514,5.44999980926514,0,0.790000021457672,0.860000014305115,3.78999996185303,0,11,16,206,678,1944,2016-04-18,2,233,3.88,"Monday"
"255",2347167796,6711,4.44000005722046,4.44000005722046,0,0,0,4.44000005722046,0,0,7,382,648,2346,2016-04-19,3,389,6.48,"Tuesday"
"256",2347167796,10999,7.26999998092651,7.26999998092651,0,0.680000007152557,1.80999994277954,4.78000020980835,0,11,43,269,1011,2198,2016-04-20,4,323,5.38,"Wednesday"
"257",2347167796,10080,6.75,6.75,0,1.85000002384186,1.52999997138977,3.38000011444092,0,23,26,208,761,2048,2016-04-21,5,257,4.28,"Thursday"
"258",2347167796,7804,5.15999984741211,5.15999984741211,0,0.560000002384186,1.67999994754791,2.92000007629395,0,9,27,206,781,1946,2016-04-22,6,242,4.03,"Friday"
"259",2347167796,16901,11.3699998855591,11.3699998855591,0,2.77999997138977,1.45000004768372,7.15000009536743,0,32,35,360,591,2629,2016-04-23,7,427,7.12,"Saturday"
"260",2347167796,9471,6.26000022888184,6.26000022888184,0,0,0,6.26000022888184,0,0,0,360,584,2187,2016-04-24,1,360,6,"Sunday"
"261",2347167796,9482,6.38000011444092,6.38000011444092,0,1.26999998092651,0.519999980926514,4.59999990463257,0,15,11,277,653,2095,2016-04-25,2,303,5.05,"Monday"
"262",2347167796,5980,3.95000004768372,3.95000004768372,0,0,0,3.95000004768372,0,0,0,227,732,1861,2016-04-26,3,227,3.78,"Tuesday"
"263",2347167796,11423,7.57999992370605,7.57999992370605,0,1.86000001430511,0.400000005960464,5.32000017166138,0,26,9,295,623,2194,2016-04-27,4,330,5.5,"Wednesday"
"264",2347167796,5439,3.59999990463257,3.59999990463257,0,0,0,3.59999990463257,0,0,0,229,764,1854,2016-04-28,5,229,3.82,"Thursday"
"265",2347167796,42,0.0299999993294477,0.0299999993294477,0,0,0,0.0299999993294477,0,0,0,4,2,403,2016-04-29,6,4,0.07,"Friday"
"266",2873212765,8796,5.90999984741211,5.90999984741211,0,0.109999999403954,0.930000007152557,4.88000011444092,0,2,21,356,1061,1982,2016-04-12,3,379,6.32,"Tuesday"
"267",2873212765,7618,5.11999988555908,5.11999988555908,0,0,0.219999998807907,4.88000011444092,0.0199999995529652,0,8,404,1028,2004,2016-04-13,4,412,6.87,"Wednesday"
"268",2873212765,7910,5.32000017166138,5.32000017166138,0,0,0,5.32000017166138,0,0,0,331,1109,1893,2016-04-14,5,331,5.52,"Thursday"
"269",2873212765,8482,5.69999980926514,5.69999980926514,0,0,0,5.69000005722046,0.00999999977648258,0,0,448,992,2063,2016-04-15,6,448,7.47,"Friday"
"270",2873212765,9685,6.65000009536743,6.65000009536743,0,3.10999989509583,0.0199999995529652,3.50999999046326,0.00999999977648258,47,1,305,1087,2148,2016-04-16,7,353,5.88,"Saturday"
"271",2873212765,2524,1.70000004768372,1.70000004768372,0,0,0.349999994039536,1.3400000333786,0,0,8,160,1272,1529,2016-04-17,1,168,2.8,"Sunday"
"272",2873212765,7762,5.23999977111816,5.23999977111816,0,0.0700000002980232,0.280000001192093,4.8899998664856,0,1,6,311,1122,1890,2016-04-18,2,318,5.3,"Monday"
"273",2873212765,7948,5.36999988555908,5.36999988555908,0,0,0,5.3600001335144,0,0,0,389,1051,1956,2016-04-19,3,389,6.48,"Tuesday"
"274",2873212765,9202,6.30000019073486,6.30000019073486,0,1.50999999046326,0.119999997317791,4.65999984741211,0.00999999977648258,22,5,378,1035,2094,2016-04-20,4,405,6.75,"Wednesday"
"275",2873212765,8859,5.98000001907349,5.98000001907349,0,0.129999995231628,0.370000004768372,5.46999979019165,0.00999999977648258,2,10,371,1057,1970,2016-04-21,5,383,6.38,"Thursday"
"276",2873212765,7286,4.90000009536743,4.90000009536743,0,0.46000000834465,0,4.42000007629395,0.0199999995529652,46,0,366,1028,2241,2016-04-22,6,412,6.87,"Friday"
"277",2873212765,9317,6.34999990463257,6.34999990463257,0,2.08999991416931,0.230000004172325,4.01999998092651,0.00999999977648258,28,5,330,1077,2021,2016-04-23,7,363,6.05,"Saturday"
"278",2873212765,6873,4.67999982833862,4.67999982833862,0,3,0.0599999986588955,1.62000000476837,0,46,1,190,1203,1898,2016-04-24,1,237,3.95,"Sunday"
"279",2873212765,7373,4.94999980926514,4.94999980926514,0,0,0,4.94999980926514,0,0,0,359,1081,1907,2016-04-25,2,359,5.98,"Monday"
"280",2873212765,8242,5.53999996185303,5.53999996185303,0,0.119999997317791,0.180000007152557,5.23999977111816,0,2,5,309,1124,1882,2016-04-26,3,316,5.27,"Tuesday"
"281",2873212765,3516,2.35999989509583,2.35999989509583,0,0,0,2.35999989509583,0,46,0,197,1197,1966,2016-04-27,4,243,4.05,"Wednesday"
"282",2873212765,7913,5.40999984741211,5.40999984741211,0,2.16000008583069,0.340000003576279,2.91000008583069,0,28,7,213,1192,1835,2016-04-28,5,248,4.13,"Thursday"
"283",2873212765,7365,4.94999980926514,4.94999980926514,0,1.36000001430511,1.4099999666214,2.1800000667572,0,20,23,206,1191,1780,2016-04-29,6,249,4.15,"Friday"
"284",2873212765,8452,5.67999982833862,5.67999982833862,0,0.330000013113022,1.08000004291534,4.26000022888184,0.00999999977648258,5,20,248,1167,1830,2016-04-30,7,273,4.55,"Saturday"
"285",2873212765,7399,4.96999979019165,4.96999979019165,0,0.490000009536743,1.03999996185303,3.44000005722046,0,7,18,196,1219,1739,2016-05-01,1,221,3.68,"Sunday"
"286",2873212765,7525,5.05999994277954,5.05999994277954,0,0,0.209999993443489,4.82999992370605,0.0199999995529652,0,7,334,1099,1878,2016-05-02,2,341,5.68,"Monday"
"287",2873212765,7412,4.98000001907349,4.98000001907349,0,0.0599999986588955,0.25,4.65999984741211,0.00999999977648258,1,6,363,1070,1906,2016-05-03,3,370,6.17,"Tuesday"
"288",2873212765,8278,5.55999994277954,5.55999994277954,0,0,0,5.55999994277954,0,0,0,420,1020,2015,2016-05-04,4,420,7,"Wednesday"
"289",2873212765,8314,5.6100001335144,5.6100001335144,0,0.779999971389771,0.800000011920929,4.03000020980835,0,13,23,311,1093,1971,2016-05-05,5,347,5.78,"Thursday"
"290",2873212765,7063,4.75,4.75,0,0,0.119999997317791,4.6100001335144,0.00999999977648258,0,5,370,1065,1910,2016-05-06,6,375,6.25,"Friday"
"291",2873212765,4940,3.38000011444092,3.38000011444092,0,2.27999997138977,0.550000011920929,0.550000011920929,0,75,11,52,1302,1897,2016-05-07,7,138,2.3,"Saturday"
"292",2873212765,8168,5.53999996185303,5.53999996185303,0,2.90000009536743,0,2.64000010490417,0,46,0,326,1068,2096,2016-05-08,1,372,6.2,"Sunday"
"293",2873212765,7726,5.19000005722046,5.19000005722046,0,0,0,5.19000005722046,0,0,0,345,1095,1906,2016-05-09,2,345,5.75,"Monday"
"294",2873212765,8275,5.55999994277954,5.55999994277954,0,0,0,5.55000019073486,0.00999999977648258,0,0,373,1067,1962,2016-05-10,3,373,6.22,"Tuesday"
"295",2873212765,6440,4.32999992370605,4.32999992370605,0,0,0,4.32000017166138,0.00999999977648258,0,0,319,1121,1826,2016-05-11,4,319,5.32,"Wednesday"
"296",2873212765,7566,5.1100001335144,5.1100001335144,0,0,0,5.1100001335144,0,0,0,268,720,1431,2016-05-12,5,268,4.47,"Thursday"
"297",3372868164,4747,3.24000000953674,3.24000000953674,0,0,0,3.23000001907349,0.00999999977648258,0,0,280,1160,1788,2016-04-12,3,280,4.67,"Tuesday"
"298",3372868164,9715,6.63000011444092,6.63000011444092,0,0.990000009536743,0.340000003576279,5.26999998092651,0.0199999995529652,16,8,371,1045,2093,2016-04-13,4,395,6.58,"Wednesday"
"299",3372868164,8844,6.03000020980835,6.03000020980835,0,0.340000003576279,1.02999997138977,4.65000009536743,0.00999999977648258,6,25,370,1039,2065,2016-04-14,5,401,6.68,"Thursday"
"300",3372868164,7451,5.07999992370605,5.07999992370605,0,0,0,5.05999994277954,0.0199999995529652,0,0,335,1105,1908,2016-04-15,6,335,5.58,"Friday"
"301",3372868164,6905,4.73000001907349,4.73000001907349,0,0,0,4.69999980926514,0.0299999993294477,0,0,356,1084,1908,2016-04-16,7,356,5.93,"Saturday"
"302",3372868164,8199,5.88000011444092,5.88000011444092,0,1.4099999666214,0.100000001490116,4.3600001335144,0.00999999977648258,11,2,322,1105,1964,2016-04-17,1,335,5.58,"Sunday"
"303",3372868164,6798,4.6399998664856,4.6399998664856,0,1.08000004291534,0.200000002980232,3.34999990463257,0,20,7,343,1070,2014,2016-04-18,2,370,6.17,"Monday"
"304",3372868164,7711,5.26000022888184,5.26000022888184,0,0,0,5.23999977111816,0.0199999995529652,0,0,376,1064,1985,2016-04-19,3,376,6.27,"Tuesday"
"305",3372868164,4880,3.32999992370605,3.32999992370605,0,0.839999973773956,0.0900000035762787,2.38000011444092,0.0199999995529652,15,3,274,1148,1867,2016-04-20,4,292,4.87,"Wednesday"
"306",3372868164,8857,6.07000017166138,6.07000017166138,0,1.14999997615814,0.259999990463257,4.6399998664856,0.00999999977648258,18,9,376,1037,2124,2016-04-21,5,403,6.72,"Thursday"
"307",3372868164,3843,2.61999988555908,2.61999988555908,0,0,0,2.60999989509583,0.00999999977648258,0,0,206,1234,1669,2016-04-22,6,206,3.43,"Friday"
"308",3372868164,7396,5.07000017166138,5.07000017166138,0,1.39999997615814,0.0799999982118607,3.57999992370605,0,20,2,303,1115,1995,2016-04-23,7,325,5.42,"Saturday"
"309",3372868164,6731,4.59000015258789,4.59000015258789,0,0.889999985694885,0.189999997615814,3.49000000953674,0.0199999995529652,14,7,292,1127,1921,2016-04-24,1,313,5.22,"Sunday"
"310",3372868164,5995,4.09000015258789,4.09000015258789,0,0,0,4.09000015258789,0,0,0,416,1024,2010,2016-04-25,2,416,6.93,"Monday"
"311",3372868164,8283,5.78999996185303,5.78999996185303,0,1.85000002384186,0.0500000007450581,3.86999988555908,0.00999999977648258,22,2,333,1083,2057,2016-04-26,3,357,5.95,"Tuesday"
"312",3372868164,7904,5.42000007629395,5.42000007629395,0,1.58000004291534,0.629999995231628,3.19000005722046,0.00999999977648258,24,13,346,1057,2095,2016-04-27,4,383,6.38,"Wednesday"
"313",3372868164,5512,3.75999999046326,3.75999999046326,0,0,0,3.75999999046326,0,0,0,385,1055,1972,2016-04-28,5,385,6.42,"Thursday"
"314",3372868164,9135,6.23000001907349,6.23000001907349,0,0,0,6.21999979019165,0.00999999977648258,0,0,402,1038,2044,2016-04-29,6,402,6.7,"Friday"
"315",3372868164,5250,3.57999992370605,3.57999992370605,0,1.05999994277954,0.0900000035762787,2.42000007629395,0.00999999977648258,17,4,300,1119,1946,2016-04-30,7,321,5.35,"Saturday"
"316",3372868164,3077,2.09999990463257,2.09999990463257,0,0,0,2.08999991416931,0,0,0,172,842,1237,2016-05-01,1,172,2.87,"Sunday"
"317",3977333714,8856,5.98000001907349,5.98000001907349,0,3.05999994277954,0.910000026226044,2.00999999046326,0,44,19,131,777,1450,2016-04-12,3,194,3.23,"Tuesday"
"318",3977333714,10035,6.71000003814697,6.71000003814697,0,2.02999997138977,2.13000011444092,2.54999995231628,0,31,46,153,754,1495,2016-04-13,4,230,3.83,"Wednesday"
"319",3977333714,7641,5.1100001335144,5.1100001335144,0,0.319999992847443,0.970000028610229,3.8199999332428,0,5,23,214,801,1433,2016-04-14,5,242,4.03,"Thursday"
"320",3977333714,9010,6.05999994277954,6.05999994277954,0,1.04999995231628,1.75,3.25999999046326,0,15,42,183,644,1468,2016-04-15,6,240,4,"Friday"
"321",3977333714,13459,9,9,0,2.02999997138977,4,2.97000002861023,0,31,83,153,663,1625,2016-04-16,7,267,4.45,"Saturday"
"322",3977333714,10415,6.96999979019165,6.96999979019165,0,0.699999988079071,2.34999990463257,3.92000007629395,0,11,58,205,600,1529,2016-04-17,1,274,4.57,"Sunday"
"323",3977333714,11663,7.80000019073486,7.80000019073486,0,0.25,3.73000001907349,3.8199999332428,0,4,95,214,605,1584,2016-04-18,2,313,5.22,"Monday"
"324",3977333714,12414,8.77999973297119,8.77999973297119,0,2.24000000953674,2.45000004768372,3.96000003814697,0,19,67,221,738,1638,2016-04-19,3,307,5.12,"Tuesday"
"325",3977333714,11658,7.82999992370605,7.82999992370605,0,0.200000002980232,4.34999990463257,3.27999997138977,0,2,98,164,845,1554,2016-04-20,4,264,4.4,"Wednesday"
"326",3977333714,6093,4.07999992370605,4.07999992370605,0,0,0,4.05999994277954,0,0,0,242,712,1397,2016-04-21,5,242,4.03,"Thursday"
"327",3977333714,8911,5.96000003814697,5.96000003814697,0,2.32999992370605,0.579999983310699,3.05999994277954,0,33,12,188,731,1481,2016-04-22,6,233,3.88,"Friday"
"328",3977333714,12058,8.06999969482422,8.06999969482422,0,0,4.21999979019165,3.84999990463257,0,0,92,252,724,1638,2016-04-23,7,344,5.73,"Saturday"
"329",3977333714,14112,10,10,0,3.26999998092651,4.55999994277954,2.17000007629395,0,30,95,129,660,1655,2016-04-24,1,254,4.23,"Sunday"
"330",3977333714,11177,8.47999954223633,8.47999954223633,0,5.61999988555908,0.430000007152557,2.41000008583069,0,50,9,133,781,1570,2016-04-25,2,192,3.2,"Monday"
"331",3977333714,11388,7.61999988555908,7.61999988555908,0,0.449999988079071,4.21999979019165,2.95000004768372,0,7,95,170,797,1551,2016-04-26,3,272,4.53,"Tuesday"
"332",3977333714,7193,5.03999996185303,5.03999996185303,0,0,0.419999986886978,4.61999988555908,0,0,10,176,714,1377,2016-04-27,4,186,3.1,"Wednesday"
"333",3977333714,7114,4.88000011444092,4.88000011444092,0,1.37000000476837,0.28999999165535,3.22000002861023,0,15,8,190,804,1407,2016-04-28,5,213,3.55,"Thursday"
"334",3977333714,10645,7.75,7.75,0,3.74000000953674,1.29999995231628,2.71000003814697,0,36,32,150,744,1545,2016-04-29,6,218,3.63,"Friday"
"335",3977333714,13238,9.19999980926514,9.19999980926514,0,3.69000005722046,2.09999990463257,3.41000008583069,0,43,52,194,687,1650,2016-04-30,7,289,4.82,"Saturday"
"336",3977333714,10414,7.07000017166138,7.07000017166138,0,2.67000007629395,1.98000001907349,2.41000008583069,0,41,40,124,691,1501,2016-05-01,1,205,3.42,"Sunday"
"337",3977333714,16520,11.0500001907349,11.0500001907349,0,1.53999996185303,6.48000001907349,3.01999998092651,0,24,143,176,713,1760,2016-05-02,2,343,5.72,"Monday"
"338",3977333714,14335,9.59000015258789,9.59000015258789,0,3.3199999332428,1.74000000953674,4.53000020980835,0,47,41,258,594,1710,2016-05-03,3,346,5.77,"Tuesday"
